id,title,vote_count,vote_average,popularity,day_of_week,release_month,release_year,return,budget,release_date,revenue
78802,Wings of Courage,4.0,6.8,0.745542,Miércoles,septiembre,1996,0.0,0.0,1996-09-18,0.0
9598,Babe,756.0,6.0,14.404764,Martes,julio,1995,8.471163666666667,30000000.0,1995-07-18,254134910.0
47018,Carrington,16.0,6.4,1.493361,Miércoles,noviembre,1995,0.0,0.0,1995-11-08,0.0
687,Dead Man Walking,350.0,7.3,6.891317,Viernes,diciembre,1995,3.5785122727272727,11000000.0,1995-12-29,39363635.0
139405,Across the Sea of Time,2.0,3.5,0.114469,Viernes,octubre,1995,0.0,0.0,1995-10-20,0.0
33689,It Takes Two,149.0,6.1,7.777735,Viernes,noviembre,1995,0.0,0.0,1995-11-17,0.0
9603,Clueless,828.0,6.9,9.882383,Miércoles,julio,1995,0.0,12000000.0,1995-07-19,0.0
34615,"Cry, the Beloved Country",13.0,6.7,0.894647,Viernes,diciembre,1995,0.0,0.0,1995-12-15,676525.0
31174,Richard III,50.0,6.9,4.561387,Viernes,diciembre,1995,0.0,0.0,1995-12-29,0.0
11443,Dead Presidents,80.0,6.6,9.87957,Viernes,octubre,1995,0.0,10000000.0,1995-10-06,0.0
35196,Restoration,30.0,6.3,10.979269,Viernes,diciembre,1995,0.0,19000000.0,1995-12-29,0.0
9312,Mortal Kombat,452.0,5.4,10.870138,Viernes,agosto,1995,6.788662222222222,18000000.0,1995-08-18,122195920.0
577,To Die For,177.0,6.7,10.448481,Sábado,mayo,1995,1.0642257,20000000.0,1995-05-20,21284514.0
11861,How To Make An American Quilt,38.0,6.5,4.485958,Viernes,octubre,1995,2.357413,10000000.0,1995-10-06,23574130.0
807,Se7en,5915.0,8.1,18.45743,Viernes,septiembre,1995,9.918541181818181,33000000.0,1995-09-22,327311859.0
10530,Pocahontas,1509.0,6.7,13.280069,Miércoles,junio,1995,6.292359509090909,55000000.0,1995-06-14,346079773.0
8391,When Night Is Falling,10.0,5.9,3.302524,Viernes,mayo,1995,0.0,0.0,1995-05-05,0.0
629,The Usual Suspects,3334.0,8.1,16.302466,Miércoles,julio,1995,3.890261333333333,6000000.0,1995-07-19,23341568.0
117164,Guardian Angel,3.0,6.3,0.595949,Martes,noviembre,1994,0.0,0.0,1994-11-22,0.0
11448,Mighty Aphrodite,145.0,6.7,15.899134,Miércoles,septiembre,1995,0.44666666666666666,15000000.0,1995-09-13,6700000.0
49133,Lamerica,11.0,7.7,1.361286,Sábado,enero,1994,0.0,0.0,1994-01-01,0.0
26441,The Big Green,41.0,5.2,5.982764,Viernes,septiembre,1995,0.0,0.0,1995-09-29,0.0
97406,Georgia,15.0,6.1,4.093443,Viernes,mayo,1995,0.0,0.0,1995-05-19,0.0
124057,Kids of the Round Table,1.0,3.0,0.307075,Martes,julio,1997,0.0,0.0,1997-07-08,0.0
9089,Home for the Holidays,39.0,6.3,8.416802,Jueves,noviembre,1995,0.0,0.0,1995-11-02,17519169.0
11010,The Postman,181.0,7.6,10.168437,Jueves,septiembre,1994,0.0,0.0,1994-09-22,0.0
99040,The Confessional,2.0,6.5,0.120789,Viernes,septiembre,1995,0.0,0.0,1995-09-29,0.0
11359,The Indian in the Cupboard,136.0,5.9,10.673296,Viernes,julio,1995,0.0,45000000.0,1995-07-14,0.0
17182,Eye for an Eye,65.0,5.8,4.733526,Viernes,enero,1996,0.0,20000000.0,1996-01-12,0.0
2054,Mr. Holland's Opus,115.0,6.9,7.137117,Viernes,diciembre,1995,0.0,0.0,1995-12-29,106269971.0
10607,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,192.0,6.2,11.700115,Viernes,enero,1996,0.0,0.0,1996-01-12,0.0
19760,Two If by Sea,14.0,4.5,2.174487,Viernes,enero,1996,0.0,0.0,1996-01-12,0.0
9536,Bio-Dome,110.0,4.4,6.387469,Viernes,enero,1996,0.0,15000000.0,1996-01-12,0.0
11525,Lawnmower Man 2: Beyond Cyberspace,32.0,2.8,2.49535,Viernes,enero,1996,0.0,0.0,1996-01-12,2409225.0
40628,Two Bits,11.0,5.4,4.046208,Domingo,octubre,1995,0.0,0.0,1995-10-22,0.0
4482,French Twist,43.0,6.0,2.518051,Miércoles,febrero,1995,0.0,0.0,1995-02-08,0.0
10634,Friday,513.0,7.0,14.56965,Miércoles,abril,1995,8.061690857142857,3500000.0,1995-04-26,28215918.0
755,From Dusk Till Dawn,1644.0,6.9,15.339153,Viernes,enero,1996,1.3598218947368421,19000000.0,1996-01-19,25836616.0
11859,Fair Game,54.0,4.1,5.912223,Viernes,noviembre,1995,0.23068954,50000000.0,1995-11-03,11534477.0
28387,Kicking and Screaming,36.0,7.0,3.367276,Viernes,octubre,1995,0.0,0.0,1995-10-06,718490.0
48750,Les Miserables,8.0,6.6,1.479446,Miércoles,marzo,1995,0.0,0.0,1995-03-22,0.0
20927,Bed of Roses,27.0,5.1,10.412194,Viernes,enero,1996,0.0,0.0,1996-01-26,19030691.0
36929,Big Bully,16.0,3.9,2.936443,Viernes,enero,1996,0.13616866666666666,15000000.0,1996-01-26,2042530.0
9102,Screamers,154.0,6.1,12.758848,Viernes,septiembre,1995,0.28909425,20000000.0,1995-09-08,5781885.0
124626,Nico Icon,3.0,7.3,0.133893,Sábado,febrero,1995,0.0,0.0,1995-02-18,0.0
27526,The Crossing Guard,74.0,6.1,5.756462,Miércoles,noviembre,1995,0.0,0.0,1995-11-15,0.0
9623,The Juror,91.0,5.5,6.010579,Viernes,febrero,1996,0.0,44000000.0,1996-02-02,0.0
46785,The White Balloon,20.0,7.5,1.196256,Domingo,enero,1995,0.0,0.0,1995-01-01,0.0
400,Things to Do in Denver When You're Dead,87.0,6.7,4.486179,Viernes,diciembre,1995,0.06622075,8000000.0,1995-12-01,529766.0
880,Antonia's Line,26.0,7.2,2.030174,Martes,septiembre,1995,0.0,900000.0,1995-09-12,0.0
146599,Once Upon a Time... When We Were Colored,2.0,4.5,0.252287,Viernes,enero,1996,0.0,0.0,1996-01-26,0.0
188588,Last Summer in the Hamptons,0.0,0.0,0.531159,Miércoles,noviembre,1995,0.0,0.0,1995-11-22,0.0
8447,Angels and Insects,17.0,6.3,2.15166,Domingo,septiembre,1995,0.0,0.0,1995-09-10,0.0
10534,White Squall,86.0,6.3,9.568604,Viernes,febrero,1996,0.2710526315789474,38000000.0,1996-02-02,10300000.0
17414,Dunston Checks In,59.0,5.1,4.814825,Viernes,enero,1996,0.0,16000000.0,1996-01-12,0.0
13997,Black Sheep,124.0,6.0,8.963037,Jueves,febrero,1996,0.0,0.0,1996-02-01,32.0
2086,Nick of Time,190.0,6.1,6.848591,Miércoles,noviembre,1995,1.000732370443081,8169363.0,1995-11-22,8175346.0
61548,The Journey of August King,3.0,6.7,0.411424,Jueves,septiembre,1995,0.0,0.0,1995-09-14,0.0
9095,Mary Reilly,77.0,5.7,12.866139,Viernes,febrero,1996,0.2633915319148936,47000000.0,1996-02-23,12379402.0
12158,Vampire in Brooklyn,113.0,4.5,9.071127,Jueves,octubre,1995,1.4142857142857144,14000000.0,1995-10-26,19800000.0
9283,Beautiful Girls,103.0,6.6,4.670562,Viernes,febrero,1996,0.0,0.0,1996-02-09,0.0
9208,Broken Arrow,459.0,5.7,14.957626,Viernes,febrero,1996,3.00540294,50000000.0,1996-02-09,150270147.0
40154,A Midwinter's Tale,6.0,7.5,0.513391,Viernes,diciembre,1995,0.0,0.0,1995-12-01,0.0
406,La Haine,695.0,7.9,12.108196,Miércoles,mayo,1995,0.0,3000000.0,1995-05-31,0.0
45549,Shopping,13.0,5.6,2.657647,Martes,diciembre,1994,0.0,0.0,1994-12-06,0.0
63076,Heidi Fleiss: Hollywood Madam,4.0,6.8,0.638211,Miércoles,diciembre,1995,0.0,0.0,1995-12-27,0.0
11062,City Hall,67.0,6.0,4.807223,Viernes,febrero,1996,0.0,0.0,1996-02-16,0.0
13685,Bottle Rocket,285.0,6.8,6.904831,Miércoles,febrero,1996,0.08000985714285715,7000000.0,1996-02-21,560069.0
47475,Mr. Wrong,16.0,3.3,3.329264,Viernes,febrero,1996,0.0,0.0,1996-02-16,0.0
2045,Unforgettable,22.0,5.3,2.464425,Viernes,febrero,1996,0.0,18000000.0,1996-02-23,0.0
9614,Happy Gilmore,767.0,6.5,9.592265,Viernes,febrero,1996,3.43375825,12000000.0,1996-02-16,41205099.0
688,The Bridges of Madison County,397.0,7.3,5.951077,Domingo,mayo,1995,7.584025708333333,24000000.0,1995-05-28,182016617.0
11907,Nobody Loves Me,5.0,5.1,1.015068,Lunes,noviembre,1994,0.0,0.0,1994-11-07,0.0
10874,Muppet Treasure Island,93.0,6.5,6.902423,Viernes,febrero,1996,0.0,0.0,1996-02-16,34327391.0
89333,Catwalk,2.0,7.0,0.976707,Viernes,diciembre,1995,0.0,0.0,1995-12-08,0.0
96357,Headless Body in Topless Bar,0.0,0.0,0.001346,Sábado,mayo,1995,0.0,0.0,1995-05-20,0.0
197,Braveheart,3404.0,7.7,20.755149,Miércoles,mayo,1995,2.9166666666666665,72000000.0,1995-05-24,210000000.0
103,Taxi Driver,2632.0,8.1,14.092713,Sábado,febrero,1976,21.74044153846154,1300000.0,1976-02-07,28262574.0
33542,Rumble in the Bronx,245.0,6.5,12.314278,Lunes,enero,1995,4.3189396,7500000.0,1995-01-30,32392047.0
43566,Before and After,37.0,5.8,2.938293,Viernes,febrero,1996,0.0,35000000.0,1996-02-23,0.0
71754,Margaret's Museum,2.0,7.5,0.372697,Miércoles,septiembre,1995,0.0,0.0,1995-09-13,0.0
43612,Happiness Is in the Field,23.0,7.0,1.254885,Martes,enero,1995,0.0,13365000.0,1995-01-31,0.0
51352,Anne Frank Remembered,4.0,7.3,0.243986,Jueves,junio,1995,0.0,0.0,1995-06-08,1.0
16934,The Young Poisoner's Handbook,19.0,6.9,6.178497,Viernes,enero,1995,0.0,0.0,1995-01-20,0.0
10324,If Lucy Fell,11.0,5.4,2.891918,Viernes,marzo,1996,0.0,0.0,1996-03-08,0.0
78406,Steal Big Steal Little,7.0,5.1,1.522412,Viernes,septiembre,1995,0.25112556,25000000.0,1995-09-29,6278139.0
55731,Race the Sun,21.0,5.2,1.317878,Viernes,marzo,1996,0.0,0.0,1996-03-22,0.0
32119,The Boys of St. Vincent,7.0,7.0,0.86539,Domingo,diciembre,1992,0.0,0.0,1992-12-06,0.0
11066,Boomerang,139.0,5.4,6.506983,Martes,junio,1992,1.7525,40000000.0,1992-06-30,70100000.0
11104,Chungking Express,249.0,7.9,6.778979,Jueves,julio,1994,0.0,0.0,1994-07-14,0.0
37975,The Star Maker,29.0,6.8,1.702639,Jueves,septiembre,1995,0.0,0.0,1995-09-21,0.0
2074,Flirting with Disaster,66.0,6.3,5.579088,Viernes,marzo,1996,2.100348285714286,7000000.0,1996-03-22,14702438.0
27793,The Neverending Story III: Escape from Fantasia,105.0,4.4,6.252377,Miércoles,octubre,1994,0.0,17000000.0,1994-10-26,0.0
44284,The Silences of the Palace,3.0,4.3,0.406754,Viernes,septiembre,1994,0.0,0.0,1994-09-30,0.0
290157,Jupiter's Wife,0.0,0.0,0.001178,Domingo,enero,1995,0.0,0.0,1995-01-01,0.0
110972,Pie in the Sky,2.0,7.0,0.699066,Viernes,febrero,1996,0.0,0.0,1996-02-09,0.0
32622,Angela,9.0,5.6,2.197439,Domingo,enero,1995,0.0,0.0,1995-01-01,0.0
73067,Frankie Starlight,4.0,5.4,0.637554,Miércoles,noviembre,1995,0.0,0.0,1995-11-22,0.0
11863,Jade,45.0,5.1,11.418917,Viernes,octubre,1995,0.1970322,50000000.0,1995-10-13,9851610.0
55475,Nueba Yol,1.0,5.5,0.291021,Miércoles,agosto,1995,0.0,0.0,1995-08-16,0.0
124636,Sonic Outlaws,0.0,0.0,0.001838,Martes,agosto,1995,0.0,0.0,1995-08-01,0.0
9101,Down Periscope,110.0,5.6,5.184977,Viernes,marzo,1996,0.0,0.0,1996-03-01,0.0
123360,From the Journals of Jean Seberg,2.0,6.5,0.276401,Viernes,septiembre,1995,0.0,0.0,1995-09-08,0.0
5757,Man of the Year,2.0,3.8,0.540436,Viernes,septiembre,1995,0.0,0.0,1995-09-15,209935.0
39428,The Neon Bible,5.0,7.2,0.370342,Miércoles,agosto,1995,0.0,0.0,1995-08-23,0.0
124639,Target,0.0,0.0,0.001205,Martes,agosto,1995,0.0,0.0,1995-08-01,0.0
9302,Up Close & Personal,51.0,5.9,3.402749,Viernes,marzo,1996,0.0,60000000.0,1996-03-01,0.0
11000,The Birdcage,303.0,6.7,6.49968,Viernes,marzo,1996,5.976146870967742,31000000.0,1996-03-08,185260553.0
249882,Virgin Mary,2.0,7.0,0.918504,Jueves,octubre,1995,0.0,0.0,1995-10-12,0.0
16388,The Brothers McMullen,23.0,6.3,2.039196,Miércoles,agosto,1995,0.0,0.0,1995-08-09,0.0
9737,Bad Boys,1729.0,6.5,9.262184,Viernes,abril,1995,7.442474947368421,19000000.0,1995-04-07,141407024.0
30765,The Amazing Panda Adventure,31.0,5.0,2.375865,Viernes,agosto,1995,0.0,0.0,1995-08-25,0.0
10474,The Basketball Diaries,472.0,7.2,7.415144,Viernes,abril,1995,0.0,0.0,1995-04-21,0.0
22279,An Awfully Big Adventure,11.0,6.0,0.922958,Viernes,julio,1995,0.21288625,4000000.0,1995-07-21,851545.0
30157,Amateur,21.0,6.5,1.759012,Viernes,agosto,1994,0.0,0.0,1994-08-05,0.0
568,Apollo 13,1637.0,7.3,18.761467,Viernes,junio,1995,6.831498711538462,52000000.0,1995-06-30,355237933.0
11780,Rob Roy,151.0,6.5,10.193549,Jueves,abril,1995,1.1284611071428572,28000000.0,1995-04-13,31596911.0
34996,The Addiction,46.0,6.4,3.137285,Martes,enero,1995,0.0,0.0,1995-01-10,0.0
414,Batman Forever,1529.0,5.2,13.321354,Viernes,junio,1995,3.36529144,100000000.0,1995-06-16,336529144.0
649,Belle de Jour,163.0,7.3,10.142662,Miércoles,mayo,1967,0.0,0.0,1967-05-24,0.0
1873,Beyond Rangoon,21.0,6.4,2.04189,Miércoles,mayo,1995,0.0,0.0,1995-05-24,0.0
5894,Blue in the Face,28.0,6.8,11.528147,Viernes,septiembre,1995,0.6375,2000000.0,1995-09-15,1275000.0
1775,Canadian Bacon,57.0,5.9,5.391556,Jueves,junio,1995,0.016191272727272728,11000000.0,1995-06-08,178104.0
8839,Casper,1045.0,6.0,12.812539,Viernes,mayo,1995,5.75856388,50000000.0,1995-05-26,287928194.0
20649,Clockers,69.0,6.8,4.558992,Viernes,septiembre,1995,0.52286072,25000000.0,1995-09-15,13071518.0
10329,Congo,214.0,5.0,7.260574,Viernes,junio,1995,3.04044202,50000000.0,1995-06-09,152022101.0
8963,Crimson Tide,508.0,7.0,8.657365,Viernes,mayo,1995,2.969569716981132,53000000.0,1995-05-12,157387195.0
26564,Crumb,71.0,7.6,3.620388,Sábado,septiembre,1994,0.0,0.0,1994-09-10,3174695.0
8068,Desperado,898.0,6.8,6.950458,Viernes,agosto,1995,3.6293492857142855,7000000.0,1995-08-25,25405445.0
8512,Devil in a Blue Dress,88.0,6.3,4.646132,Viernes,septiembre,1995,0.5978082222222222,27000000.0,1995-09-15,16140822.0
1572,Die Hard: With a Vengeance,2094.0,6.9,15.138855,Viernes,mayo,1995,4.067796288888889,90000000.0,1995-05-19,366101666.0
13552,The Doom Generation,57.0,5.6,7.120806,Viernes,octubre,1995,0.0,0.0,1995-10-27,0.0
259209,Feast of July,0.0,0.0,0.523575,Jueves,octubre,1995,0.0,0.0,1995-10-12,0.0
6520,First Knight,319.0,5.9,15.178338,Viernes,julio,1995,2.320007909090909,55000000.0,1995-07-07,127600435.0
9073,Free Willy 2 - The Adventure Home,130.0,5.5,7.575098,Miércoles,julio,1995,0.0,0.0,1995-07-19,0.0
10428,Hackers,406.0,6.2,14.810519,Jueves,septiembre,1995,0.3781864,20000000.0,1995-09-14,7563728.0
17447,Jeffrey,19.0,6.5,3.196456,Viernes,agosto,1995,0.0,0.0,1995-08-18,0.0
9886,Johnny Mnemonic,380.0,5.5,11.715868,Viernes,mayo,1995,0.7630288,25000000.0,1995-05-26,19075720.0
9482,Judge Dredd,643.0,5.4,8.184815,Viernes,junio,1995,1.2610386777777778,90000000.0,1995-06-30,113493481.0
19326,Jury Duty,34.0,4.0,3.676921,Miércoles,abril,1995,0.0,0.0,1995-04-12,17014653.0
9344,Kids,280.0,6.8,4.877872,Viernes,julio,1995,4.941477333333333,1500000.0,1995-07-28,7412216.0
9071,Living in Oblivion,64.0,7.2,10.058329,Viernes,enero,1995,2.297504,500000.0,1995-01-20,1148752.0
8973,Lord of Illusions,87.0,5.9,4.102409,Viernes,agosto,1995,0.0,0.0,1995-08-25,0.0
15730,Love & Human Remains,7.0,7.0,0.354014,Jueves,mayo,1993,0.0,0.0,1993-05-20,0.0
47608,Mad Love,27.0,5.5,2.624771,Viernes,mayo,1995,0.0,0.0,1995-05-26,15453274.0
2293,Mallrats,400.0,6.8,8.25547,Viernes,octubre,1995,0.35376016666666665,6000000.0,1995-10-20,2122561.0
9070,Mighty Morphin Power Rangers: The Movie,153.0,5.2,7.024227,Viernes,junio,1995,4.4,15000000.0,1995-06-30,66000000.0
68274,Moonlight and Valentino,10.0,5.6,1.01115,Viernes,septiembre,1995,0.0,0.0,1995-09-29,0.0
48787,Mute Witness,36.0,6.4,2.466066,Jueves,septiembre,1995,0.5,2.0,1995-09-28,1.0
34574,Nadja,12.0,5.9,7.720056,Martes,septiembre,1994,0.0,0.0,1994-09-13,0.0
1642,The Net,359.0,5.6,13.304342,Viernes,julio,1995,5.028543863636363,22000000.0,1995-07-28,110627965.0
11472,Nine Months,171.0,5.5,8.482834,Miércoles,julio,1995,0.0,0.0,1995-07-12,69660733.0
36196,Party Girl,14.0,5.8,1.165039,Viernes,junio,1995,3.1491333333333333,150000.0,1995-06-09,472370.0
11980,The Prophecy,139.0,6.4,10.187623,Viernes,septiembre,1995,2.0,8.0,1995-09-01,16.0
58372,Reckless,1.0,10.0,0.119713,Viernes,noviembre,1995,0.0,0.0,1995-11-17,0.0
32646,Safe,62.0,7.2,8.180047,Viernes,junio,1995,0.0,0.0,1995-06-23,0.0
10533,The Scarlet Letter,111.0,5.5,6.752119,Viernes,octubre,1995,0.20764814,50000000.0,1995-10-13,10382407.0
56088,The Show,2.0,5.3,0.159596,Viernes,agosto,1995,0.0,0.0,1995-08-25,0.0
10802,Showgirls,261.0,4.9,17.502375,Viernes,septiembre,1995,0.4522389777777778,45000000.0,1995-09-22,20350754.0
10149,Smoke,115.0,7.2,5.552946,Viernes,junio,1995,1.1927757142857143,7000000.0,1995-06-09,8349430.0
18402,Something to Talk About,60.0,5.7,3.743212,Viernes,agosto,1995,0.0,0.0,1995-08-04,50892160.0
9348,Species,457.0,5.5,13.492845,Viernes,julio,1995,3.2392600857142857,35000000.0,1995-07-07,113374103.0
139408,The Stars Fell on Henrietta,6.0,6.6,0.913522,Viernes,septiembre,1995,0.0,0.0,1995-09-15,0.0
281,Strange Days,334.0,6.8,11.223055,Viernes,octubre,1995,0.18950692857142856,42000000.0,1995-10-13,7959291.0
5967,The Umbrellas of Cherbourg,119.0,7.6,8.133881,Miércoles,febrero,1964,0.0,0.0,1964-02-19,0.0
79593,The Tie That Binds,9.0,4.6,1.820419,Viernes,septiembre,1995,0.41285714285714287,14000000.0,1995-09-08,5780000.0
47939,Three Wishes,18.0,6.1,11.002046,Viernes,octubre,1995,0.0,0.0,1995-10-27,7025496.0
36834,Total Eclipse,112.0,6.5,4.546552,Jueves,noviembre,1995,0.0,0.0,1995-11-02,339889.0
9090,"To Wong Foo, Thanks for Everything! Julie Newmar",117.0,6.3,7.653446,Jueves,septiembre,1995,0.0,0.0,1995-09-07,47774193.0
3512,Under Siege 2: Dark Territory,217.0,5.6,7.490247,Jueves,julio,1995,1.7387347166666667,60000000.0,1995-07-13,104324083.0
52856,Unstrung Heroes,9.0,6.4,2.881689,Viernes,septiembre,1995,0.0,0.0,1995-09-15,0.0
77350,Unzipped,6.0,6.0,0.786023,Viernes,agosto,1995,0.0,0.0,1995-08-11,0.0
9560,A Walk in the Clouds,168.0,6.5,9.715639,Viernes,agosto,1995,2.50062535,20000000.0,1995-08-11,50012507.0
9804,Waterworld,1017.0,5.9,16.885184,Viernes,julio,1995,1.5098184,175000000.0,1995-07-28,264218220.0
31611,White Man's Burden,25.0,5.1,1.834099,Viernes,diciembre,1995,0.0,8000000.0,1995-12-01,0.0
65796,Wild Bill,27.0,5.9,8.922139,Viernes,diciembre,1995,0.0,30000000.0,1995-12-01,0.0
49805,The Browning Version,11.0,6.0,3.727644,Miércoles,octubre,1994,0.0,0.0,1994-10-12,0.0
26258,Bushwhacked,29.0,4.9,3.287036,Viernes,agosto,1995,0.0,0.0,1995-08-04,0.0
50797,Burnt by the Sun,35.0,6.7,2.486073,Domingo,mayo,1994,0.9344653571428572,2800000.0,1994-05-01,2616503.0
19155,Before the Rain,45.0,7.7,3.525649,Jueves,junio,1994,0.0,0.0,1994-06-09,763847.0
76,Before Sunrise,984.0,7.7,11.304979,Viernes,enero,1995,2.214162,2500000.0,1995-01-27,5535405.0
11017,Billy Madison,464.0,6.2,6.638116,Viernes,febrero,1995,2.6488734,10000000.0,1995-02-10,26488734.0
37141,The Babysitter,27.0,4.7,2.761837,Martes,octubre,1995,0.0,0.0,1995-10-17,0.0
9382,Boys on the Side,48.0,6.3,3.030309,Viernes,febrero,1995,1.1166666666666667,21000000.0,1995-02-03,23450000.0
6715,The Cure,58.0,7.2,2.686342,Viernes,abril,1995,0.0,0.0,1995-04-21,0.0
18256,Castle Freak,40.0,5.8,2.26977,Viernes,agosto,1995,0.0,0.0,1995-08-04,0.0
22625,Circle of Friends,30.0,6.5,2.605521,Jueves,marzo,1995,0.0,0.0,1995-03-16,0.0
2292,Clerks,769.0,7.4,10.513367,Martes,septiembre,1994,116.70851851851852,27000.0,1994-09-13,3151130.0
1909,Don Juan DeMarco,184.0,6.3,7.438934,Sábado,octubre,1994,0.888,25000000.0,1994-10-01,22200000.0
8984,Disclosure,217.0,5.9,11.812244,Viernes,diciembre,1994,3.891183436363636,55000000.0,1994-12-09,214015089.0
61813,Dream Man,1.0,2.5,0.155859,Domingo,enero,1995,0.0,0.0,1995-01-01,0.0
4954,Drop Zone,91.0,5.1,9.579155,Jueves,diciembre,1994,0.0,45000000.0,1994-12-08,0.0
62488,Destiny Turns on the Radio,9.0,5.3,0.710671,Viernes,abril,1995,0.0,0.0,1995-04-28,0.0
10531,Death and the Maiden,92.0,7.1,5.484156,Miércoles,mayo,1994,0.0,0.0,1994-05-04,0.0
11929,Dolores Claiborne,183.0,7.1,5.8025,Viernes,marzo,1995,0.0,0.0,1995-03-24,0.0
8467,Dumb and Dumber,1894.0,6.5,9.844558,Viernes,diciembre,1994,15.454710875,16000000.0,1994-12-16,247275374.0
10451,Eat Drink Man Woman,76.0,7.5,4.860016,Miércoles,agosto,1994,0.0,0.0,1994-08-03,7294403.0
20156,Exotica,64.0,6.5,5.378467,Sábado,septiembre,1994,0.0,0.0,1994-09-24,0.0
18395,Exit to Eden,28.0,4.3,4.322726,Viernes,octubre,1994,0.0,0.0,1994-10-14,6841570.0
522,Ed Wood,639.0,7.3,11.720358,Martes,septiembre,1994,0.32708094444444447,18000000.0,1994-09-27,5887457.0
397,French Kiss,179.0,6.2,9.146544,Viernes,mayo,1995,0.0,0.0,1995-05-05,0.0
10525,Forget Paris,38.0,6.1,16.236745,Viernes,mayo,1995,0.0,0.0,1995-05-19,0.0
27985,Far from Home: The Adventures of Yellow Dog,27.0,5.6,2.657337,Viernes,enero,1995,0.0,0.0,1995-01-13,0.0
15789,A Goofy Movie,404.0,6.7,10.177977,Viernes,abril,1995,0.0,0.0,1995-04-07,35348597.0
